id,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,fault_type
1548,127,136,503783,503796,68,13,13,7873,102,134,1354,0,1,40,0.1876,0.4188,0.6923,0.0066,0.6923,1.0,1.0,0.3077,-0.0955,0.2253,Other_Faults
951,1678,1687,1465348,1465360,71,11,12,3944,22,86,1690,1,0,70,0.0036,0.3426,0.75,0.0053,0.8182,1.0,1.0,0.25,-0.566,0.215,Bumps
544,37,181,210633,210681,4487,219,106,470618,40,127,1360,0,1,40,0.0544,0.3508,0.3333,0.1059,0.6575,0.4528,0.0,-0.6667,-0.1806,1.0,K_Scatch
1408,1068,1077,188817,188826,60,12,11,6735,99,127,1687,1,0,70,0.7232,0.2593,1.0,0.0053,0.75,0.8182,0.5,0.0,-0.123,0.1862,Other_Faults
1300,4,13,409986,410023,213,17,37,24476,96,134,1687,0,1,200,0.0047,0.3604,0.2432,0.0053,0.5294,1.0,1.0,0.7568,-0.1023,0.5511,Other_Faults
306,8,18,2293926,2293946,109,22,20,11293,90,116,1356,1,0,70,0.0118,0.455,0.5,0.0074,0.4545,1.0,1.0,0.5,-0.1906,0.3359,Z_Scratch
428,41,217,1040020,1040199,15050,867,541,1751637,21,141,1400,0,1,40,0.0586,0.5223,0.9832,0.1257,0.203,0.3309,1.0,0.0168,-0.0907,1.0,K_Scatch
1137,19,28,877413,877428,114,14,15,11442,81,125,1306,0,1,40,0.0291,0.1556,0.6,0.0069,0.6429,1.0,1.0,0.4,-0.2159,0.2469,Bumps
1642,472,478,10440356,10440367,42,10,12,4998,112,125,1360,0,1,40,0.6941,0.3636,0.5454,0.0044,0.6,0.9167,1.0,0.4545,-0.0703,0.1715,Other_Faults
182,185,199,387402,387414,75,23,12,8535,104,127,1356,1,0,70,0.2729,0.5536,0.8571,0.0103,0.6087,1.0,0.0,-0.1429,-0.1109,0.2901,Z_Scratch
1006,1307,1325,971525,971551,187,32,28,20916,101,126,1358,1,0,100,0.0486,0.6004,0.6923,0.0132,0.5625,0.9286,1.0,0.3077,-0.1262,0.7512,Bumps
340,1211,1229,840091,840385,1733,206,294,185716,93,133,1362,0,1,175,0.1953,0.6725,0.0612,0.0132,0.0874,1.0,1.0,0.9388,-0.1628,1.0,Z_Scratch
1884,1448,1468,5281659,5281668,83,26,13,10583,115,143,1650,1,0,69,0.2206,0.5389,0.45,0.0121,0.7692,0.6923,0.0,-0.55,-0.0039,0.3068,Other_Faults
1223,1059,1080,3787187,3787204,129,40,24,12571,84,124,1364,1,0,80,0.4164,0.6387,0.8095,0.0154,0.525,0.7083,0.0,-0.1905,-0.2387,0.5903,Bumps
1921,270,301,1563477,1563499,329,61,37,41053,115,140,1362,0,1,40,0.3965,0.5176,0.7097,0.0228,0.5082,0.5946,0.0,-0.2903,-0.0251,0.9263,Other_Faults
558,48,177,377537,377585,3985,166,99,413005,41,126,1362,0,1,40,0.0705,0.3564,0.3721,0.0947,0.7771,0.4848,0.0,-0.6279,-0.1903,1.0,K_Scatch
1695,206,220,138169,138184,104,29,18,11981,108,125,1362,0,1,200,0.3025,0.5048,0.9333,0.0103,0.4828,0.8333,1.0,0.0667,-0.1,0.3509,Other_Faults
1226,1041,1059,3981657,3981677,114,31,24,13292,104,132,1364,1,0,80,0.4472,0.6833,0.9,0.0132,0.5806,0.8333,1.0,0.1,-0.0891,0.5951,Bumps
407,41,456,674290,674482,16686,842,562,2013557,19,150,1402,0,1,40,0.0585,0.7906,0.4627,0.296,0.4929,0.3416,0.0,-0.5373,-0.0572,1.0,K_Scatch
828,1315,1321,2396372,2396392,58,15,20,7385,116,141,1352,0,1,40,0.0459,0.5167,0.3,0.0044,0.4,1.0,1.0,0.7,-0.0052,0.2288,Dirtiness
782,563,568,888672,888676,17,6,4,2157,113,141,1356,0,1,50,0.8304,0.15,0.8,0.0037,0.8333,1.0,0.0,-0.2,-0.0087,0.1322,Stains
1736,5,17,1302051,1302067,130,13,17,12480,61,119,1373,0,1,40,0.0073,0.3229,0.75,0.0087,0.9231,0.9412,1.0,0.25,-0.25,0.3241,Other_Faults
560,41,182,398837,398889,4409,191,102,456908,47,125,1362,0,1,40,0.0602,0.3987,0.3688,0.1035,0.7382,0.5098,0.0,-0.6312,-0.1904,1.0,K_Scatch
1876,1087,1119,80993,80996,64,32,7,9247,92,190,1692,1,0,70,0.6773,0.3333,0.0938,0.0189,1.0,0.4286,0.0,-0.9063,0.1288,0.2018,Other_Faults
1676,484,555,1466087,1466141,1241,183,102,22191,0,37,1650,1,0,69,0.5867,0.6763,0.7606,0.043,0.388,0.5294,0.0,-0.2394,-0.8603,1.0,Other_Faults
55,1268,1277,5437033,5437060,146,20,27,15572,88,126,1646,1,0,69,0.4484,0.3992,0.3333,0.0055,0.45,1.0,1.0,0.6667,-0.1667,0.4025,Pastry
1328,401,415,762911,762937,198,42,34,24783,118,134,1372,0,1,40,0.5846,0.456,0.5385,0.0102,0.3333,0.7647,1.0,0.4615,-0.0221,0.6015,Other_Faults
188,260,272,477075,477082,55,12,7,6106,101,124,1356,1,0,70,0.3835,0.3452,0.5833,0.0088,1.0,1.0,0.0,-0.4167,-0.1327,0.1892,Z_Scratch
529,39,187,2662727,2662812,6397,381,216,701931,55,141,1400,0,1,40,0.0557,0.4915,0.5743,0.1057,0.3884,0.3935,0.0,-0.4257,-0.1427,1.0,K_Scatch
1438,1115,1130,817076,817090,140,21,14,13836,58,135,1690,1,0,150,0.6627,0.3333,0.9333,0.0089,0.7143,1.0,0.0,-0.0667,-0.2279,0.3509,Other_Faults
1264,1111,1121,4032298,4032320,110,20,22,12351,100,127,1354,1,0,200,0.3442,0.5,0.4545,0.0074,0.5,1.0,1.0,0.5454,-0.1228,0.3663,Bumps
84,57,69,33796,33812,135,18,16,10915,55,97,1360,0,1,200,0.0838,0.2969,0.75,0.0088,0.6667,1.0,1.0,0.25,-0.3683,0.3241,Pastry
21,43,52,86284,86313,153,13,29,17753,101,134,1687,0,1,200,0.051,0.4138,0.3103,0.0053,0.6923,1.0,1.0,0.6897,-0.0935,0.4317,Pastry
314,24,38,2563219,2563241,173,22,23,17100,85,111,1356,1,0,70,0.0354,0.4383,0.6364,0.0103,0.6364,0.9565,1.0,0.3636,-0.2278,0.5096,Z_Scratch
1755,83,92,2519944,2519955,55,13,12,6782,114,135,1354,1,0,70,0.1226,0.4444,0.8182,0.0066,0.6923,0.9167,1.0,0.1818,-0.0366,0.2051,Other_Faults
554,39,172,334925,334972,4123,177,90,426267,40,126,1360,0,1,40,0.0573,0.3404,0.3534,0.0978,0.7514,0.5222,0.0,-0.6466,-0.1923,1.0,K_Scatch
1045,359,370,652992,653004,84,13,12,9522,87,134,1628,1,0,70,0.441,0.3636,0.9167,0.0068,0.8461,1.0,1.0,0.0833,-0.1144,0.2432,Bumps
1088,572,584,228293,228336,341,39,43,44484,121,140,1362,0,1,40,0.8399,0.3392,0.2791,0.0088,0.3077,1.0,1.0,0.7209,0.0192,0.8061,Bumps
607,37,213,1566243,1566309,6210,293,153,645839,38,124,1356,0,1,40,0.0546,0.4654,0.375,0.1298,0.6007,0.4314,0.0,-0.625,-0.1875,1.0,K_Scatch
1922,21,47,2867489,2867513,281,43,28,31838,104,126,1362,0,1,40,0.0308,0.5497,0.9231,0.0191,0.6047,0.8571,0.0,-0.0769,-0.1148,0.8952,Other_Faults
717,83,202,7655518,7655567,3455,157,86,373412,67,127,1360,0,1,40,0.1221,0.4075,0.4118,0.0875,0.758,0.5698,0.0,-0.5882,-0.1556,1.0,K_Scatch
1530,39,46,1135364,1135377,52,13,13,5448,87,126,1688,1,0,60,0.0462,0.4286,0.5385,0.0041,0.5385,1.0,1.0,0.4615,-0.1815,0.1965,Other_Faults
1269,333,342,764107,764213,525,16,106,57020,95,127,1353,0,1,70,0.4922,0.4497,0.0849,0.0066,0.5625,1.0,1.0,0.9151,-0.1515,0.9872,Other_Faults
1060,984,994,1802170,1802178,58,10,8,6651,99,134,1628,1,0,70,0.7789,0.275,0.8,0.0061,1.0,1.0,0.0,-0.2,-0.1041,0.1852,Bumps
1276,39,208,2410802,2410860,5632,286,141,591111,45,125,1356,0,1,40,0.0575,0.4254,0.3432,0.1246,0.5909,0.4114,0.0,-0.6568,-0.18,1.0,Other_Faults
993,1358,1376,5492080,5492091,110,34,16,14087,113,140,1650,1,0,69,0.3321,0.4444,0.6111,0.0109,0.5294,0.6875,0.0,-0.3889,0.0005,0.3329,Bumps
898,565,572,1074269,1074276,39,9,7,4442,101,134,1690,1,0,60,0.6686,0.2041,1.0,0.0041,0.7778,1.0,0.5,0.0,-0.1102,0.156,Bumps
664,41,213,2290146,2290212,5753,291,160,602131,40,125,1358,0,1,40,0.0604,0.4932,0.3837,0.1267,0.5911,0.4125,0.0,-0.6163,-0.1823,1.0,K_Scatch
309,25,46,2433660,2433721,566,64,70,62326,89,132,1356,1,0,70,0.0369,0.5582,0.3443,0.0155,0.3281,0.8714,1.0,0.6557,-0.1397,0.9985,Z_Scratch
764,517,521,203197,203200,9,4,4,1059,107,132,1360,0,1,50,0.7603,0.25,0.75,0.0029,1.0,0.75,0.0,-0.25,-0.0807,0.1262,Stains
1021,1605,1613,2158132,2158152,88,21,20,7182,67,94,1656,1,0,80,0.0519,0.45,0.4,0.0048,0.381,1.0,1.0,0.6,-0.3624,0.2792,Bumps
1124,794,806,2294295,2294312,172,14,18,19457,91,134,1360,0,1,40,0.8147,0.1569,0.7059,0.0088,0.8571,0.9444,1.0,0.2941,-0.1162,0.3419,Bumps
1707,145,171,233467,233671,1994,214,220,236010,104,135,1394,0,1,220,0.208,0.6241,0.1275,0.0187,0.1215,0.9273,1.0,0.8726,-0.0753,1.0,Other_Faults
1934,137,170,301492,301511,304,59,26,35778,111,126,1360,0,1,40,0.2015,0.5152,0.5758,0.0243,0.5593,0.7308,0.0,-0.4242,-0.0805,0.8971,Other_Faults
130,1505,1514,1751260,1751304,271,35,45,28268,85,127,1700,0,1,90,0.2188,0.3157,0.2045,0.0053,0.2571,0.9778,1.0,0.7954,-0.1851,0.6514,Pastry
881,1332,1347,70219,70241,221,19,22,24230,97,124,1687,1,0,70,0.4031,0.3303,0.6818,0.0089,0.7895,1.0,1.0,0.3182,-0.1435,0.5461,Bumps
449,39,72,1338367,1338402,677,114,79,86417,120,140,1400,0,1,40,0.0557,0.4139,0.9429,0.0236,0.2895,0.443,1.0,0.0571,-0.0028,0.9966,K_Scatch
327,15,22,2857887,2857900,71,11,13,6657,81,108,1350,1,0,70,0.0222,0.2198,0.5385,0.0052,0.6364,1.0,1.0,0.4615,-0.2675,0.1965,Z_Scratch
455,37,199,1430612,1430780,14069,675,452,1642086,26,141,1400,0,1,40,0.0529,0.4831,0.9643,0.1157,0.24,0.3717,1.0,0.0357,-0.0882,1.0,K_Scatch
183,134,156,411630,411717,787,94,94,85268,94,124,1356,1,0,70,0.1976,0.5888,0.2529,0.0162,0.234,0.9255,1.0,0.7471,-0.1535,1.0,Z_Scratch
780,861,866,858604,858608,17,7,4,2214,114,142,1356,0,1,50,0.7227,0.15,0.8,0.0037,0.7143,1.0,0.0,-0.2,0.0175,0.1322,Stains
617,41,220,1679793,1679864,6519,331,159,674120,41,124,1356,0,1,40,0.0605,0.4871,0.3966,0.132,0.5408,0.4465,0.0,-0.6033,-0.1921,1.0,K_Scatch
963,396,404,99636,99644,55,10,8,6860,111,142,1690,1,0,70,0.4686,0.1406,1.0,0.0047,0.8,1.0,0.5,0.0,-0.0256,0.1696,Bumps
531,39,189,47299,47376,5757,240,136,600689,38,133,1358,0,1,40,0.0574,0.5016,0.5133,0.1105,0.625,0.5662,0.0,-0.4867,-0.1848,1.0,K_Scatch
238,195,218,1211728,1211795,780,106,83,84461,96,126,1356,1,0,70,0.2876,0.4938,0.3433,0.017,0.217,0.8072,1.0,0.6567,-0.154,0.9997,Z_Scratch
1188,909,918,340224,340244,121,12,20,14047,97,134,1356,0,1,40,0.646,0.3278,0.45,0.0066,0.75,1.0,1.0,0.55,-0.093,0.3068,Bumps
297,13,21,2058002,2058016,91,12,14,8106,79,101,1358,1,0,70,0.0192,0.1875,0.5714,0.0059,0.6667,1.0,1.0,0.4286,-0.3041,0.2195,Z_Scratch
587,98,166,775041,775118,2148,269,164,266914,113,135,1358,0,1,40,0.1443,0.5898,0.8831,0.0501,0.2528,0.4695,1.0,0.1169,-0.0292,1.0,K_Scatch
1547,1295,1308,4061997,4062020,138,25,25,7331,21,79,1348,0,1,40,0.0593,0.5385,0.5652,0.0096,0.52,0.92,1.0,0.4348,-0.585,0.4946,Other_Faults
1037,965,975,1219062,1219077,79,17,15,10188,115,149,1682,1,0,143,0.8407,0.4733,0.6667,0.006,0.5882,1.0,1.0,0.3333,0.0075,0.266,Bumps
837,63,86,6245624,6245776,2028,129,157,188767,28,140,1696,1,0,69,0.0743,0.4199,0.1513,0.0136,0.1783,0.9682,1.0,0.8487,-0.2728,1.0,Dirtiness
1451,144,152,127892,127903,68,10,11,8586,101,142,1618,1,0,70,0.178,0.2273,0.7273,0.0049,0.8,1.0,1.0,0.2727,-0.0136,0.1934,Other_Faults
1097,228,253,3458746,3458793,561,57,50,60112,61,124,1362,0,1,40,0.3348,0.5225,0.5319,0.0184,0.4386,0.94,1.0,0.4681,-0.1629,0.997,Bumps
791,301,307,1095698,1095703,16,7,5,2001,119,134,1356,0,1,50,0.4439,0.4667,0.8333,0.0044,0.8571,1.0,0.0,-0.1667,-0.0229,0.14,Stains
108,1155,1167,2124816,2124840,165,22,26,18742,87,134,1626,0,1,125,0.5646,0.4271,0.5,0.0074,0.5454,0.9231,1.0,0.5,-0.1126,0.4763,Pastry
771,617,624,450379,450383,16,7,4,2042,114,140,1358,0,1,50,0.9087,0.4286,0.5714,0.0052,1.0,1.0,0.0,-0.4286,-0.0029,0.1384,Stains
185,385,408,439180,439212,353,65,40,34230,84,111,1356,1,0,70,0.5678,0.5204,0.7188,0.017,0.3539,0.8,1.0,0.2813,-0.2424,0.9474,Z_Scratch
622,41,214,1740121,1740188,6855,238,142,701946,38,124,1358,0,1,40,0.0604,0.4086,0.3873,0.1274,0.7269,0.4718,0.0,-0.6127,-0.2,1.0,K_Scatch
186,34,42,451067,451079,59,13,12,5608,85,103,1354,1,0,70,0.0502,0.3854,0.6667,0.0059,0.6154,1.0,1.0,0.3333,-0.2574,0.2018,Z_Scratch
541,134,156,178723,178731,101,31,21,12531,118,135,1362,0,1,40,0.1968,0.4261,0.3636,0.0161,0.7097,0.381,0.0,-0.6364,-0.0307,0.3012,K_Scatch
1178,604,621,850713,850745,282,37,33,33577,61,159,1688,1,0,70,0.7156,0.4816,0.5313,0.0101,0.4595,0.9697,1.0,0.4688,-0.0698,0.8336,Bumps
1664,1277,1290,396403,396420,161,17,17,11803,41,95,1364,1,0,200,0.1085,0.2715,0.7647,0.0095,0.7647,1.0,1.0,0.2353,-0.4273,0.3678,Other_Faults
884,431,444,1587172,1587191,176,21,19,19565,86,135,1353,1,0,50,0.6371,0.2874,0.6842,0.0096,0.6191,1.0,1.0,0.3158,-0.1315,0.4089,Bumps
62,626,635,2071945,2071956,76,14,11,8063,84,126,1362,1,0,120,0.9192,0.2323,0.8182,0.0066,0.6429,1.0,1.0,0.1818,-0.1712,0.2051,Pastry
1517,1,8,111151,111213,318,12,62,21582,19,99,1687,1,0,80,0.0012,0.2673,0.1129,0.0041,0.5833,1.0,1.0,0.8871,-0.4698,0.7065,Other_Faults
164,39,60,118073,118242,1590,143,172,154035,80,116,1354,1,0,70,0.0576,0.552,0.1243,0.0155,0.1469,0.9826,1.0,0.8757,-0.2431,1.0,Z_Scratch
1303,0,11,444148,444169,161,12,21,18047,96,133,1687,0,1,200,0.0,0.303,0.5238,0.0065,0.9167,1.0,1.0,0.4762,-0.1243,0.3834,Other_Faults
1005,1145,1154,595201,595245,226,23,44,24834,93,126,1358,1,0,100,0.3004,0.4293,0.2045,0.0066,0.3913,1.0,1.0,0.7954,-0.1415,0.6514,Bumps
625,41,214,1775604,1775675,6686,273,132,687345,36,124,1356,0,1,40,0.0605,0.4557,0.4104,0.1276,0.6337,0.5379,0.0,-0.5896,-0.1969,1.0,K_Scatch
1732,9,19,1132780,1132795,117,11,15,12317,86,124,1373,0,1,40,0.0131,0.22,0.6667,0.0073,0.9091,1.0,1.0,0.3333,-0.1776,0.266,Other_Faults
1068,806,815,1204128,1204136,52,10,8,5328,83,124,1352,1,0,80,0.7944,0.2778,0.8889,0.0067,0.9,1.0,0.0,-0.1111,-0.1995,0.1773,Bumps
476,41,187,1700480,1700639,13041,616,365,1508999,37,141,1400,0,1,40,0.0586,0.4382,0.9182,0.1043,0.237,0.4356,1.0,0.0818,-0.096,1.0,K_Scatch
1923,23,43,2985008,2985026,170,42,20,19738,107,125,1364,0,1,40,0.0337,0.5278,0.9,0.0147,0.4762,0.9,0.0,-0.1,-0.0929,0.5951,Other_Faults
1607,88,106,327251,327262,109,18,11,11746,100,119,1692,1,0,70,0.104,0.4495,0.6111,0.0106,1.0,1.0,0.0,-0.3889,-0.1581,0.3329,Other_Faults
1475,1125,1142,11499942,11499957,178,19,16,20778,105,132,1360,0,1,40,0.3206,0.302,0.8824,0.0125,0.8947,0.9375,0.0,-0.1177,-0.088,0.4219,Other_Faults
788,297,302,1028213,1028219,16,5,6,1990,120,132,1356,0,1,50,0.4381,0.4667,0.8333,0.0037,1.0,1.0,1.0,0.1667,-0.0283,0.14,Stains
1416,905,916,1046618,1046624,41,12,7,4162,88,117,1687,1,0,100,0.914,0.3788,0.5454,0.0065,0.9167,0.8571,0.0,-0.4545,-0.2069,0.1715,Other_Faults
1203,174,205,1775809,1775815,110,32,17,13904,111,149,1368,1,0,80,0.2544,0.4086,0.1936,0.0227,0.9688,0.3529,0.0,-0.8065,-0.0125,0.3154,Bumps
698,41,216,2985655,2985724,7003,252,138,734568,40,127,1356,0,1,40,0.0605,0.42,0.3943,0.1291,0.6944,0.5,0.0,-0.6057,-0.1805,1.0,K_Scatch
110,1260,1271,552783,552815,208,24,32,22478,84,126,1350,0,1,50,0.117,0.4091,0.3438,0.0082,0.4583,1.0,1.0,0.6563,-0.1557,0.5822,Pastry
1116,239,282,505112,505127,226,64,33,28906,120,141,1360,0,1,100,0.3515,0.6496,0.3488,0.0316,0.6719,0.4545,0.0,-0.6512,-0.0008,0.9076,Bumps
749,799,804,1341292,1341296,12,5,4,1504,111,140,1360,0,1,50,0.8177,0.4,0.8,0.0037,1.0,1.0,0.0,-0.2,-0.0208,0.1322,Stains
1727,15,29,1059907,1059929,166,17,22,18656,104,119,1373,0,1,40,0.0218,0.461,0.6364,0.0102,0.8235,1.0,1.0,0.3636,-0.122,0.5096,Other_Faults
1379,452,922,4652868,4652894,6670,501,171,724380,85,134,1356,1,0,100,0.6401,0.4542,0.0553,0.3466,0.9381,0.1521,0.0,-0.9447,-0.1515,1.0,Other_Faults
348,464,474,28542,28553,72,13,12,13094,168,198,1387,0,1,40,0.6691,0.3455,0.9091,0.0072,0.7692,0.9167,1.0,0.0909,0.4208,0.2173,K_Scatch
64,1152,1161,969900,969911,70,9,11,7846,99,127,1632,1,0,100,0.5772,0.2929,0.8182,0.0055,1.0,1.0,1.0,0.1818,-0.1243,0.2051,Pastry
1187,1069,1101,49572,49595,463,37,24,53525,97,132,1358,0,1,40,0.3785,0.3709,0.7188,0.0236,0.8649,0.9583,0.0,-0.2813,-0.0968,0.9474,Bumps
1538,833,856,276547,276554,80,24,12,9778,103,143,1692,1,0,143,0.9846,0.5031,0.3043,0.0136,0.9583,0.5833,0.0,-0.6956,-0.0451,0.2806,Other_Faults
1437,1032,1046,404761,404774,111,24,17,14697,118,143,1690,1,0,150,0.7621,0.3901,0.9286,0.0083,0.5833,0.7647,0.0,-0.0714,0.0344,0.3097,Other_Faults
1888,1673,1684,702237,702267,194,40,33,12773,35,86,1688,1,0,150,0.0047,0.4121,0.3667,0.0065,0.275,0.9091,1.0,0.6333,-0.4856,0.5461,Other_Faults
491,41,393,1924169,1924363,10429,578,382,1196792,33,141,1402,0,1,40,0.0585,0.8473,0.5511,0.2511,0.609,0.5078,0.0,-0.4489,-0.1035,1.0,K_Scatch
1087,282,291,455871,455881,67,11,10,7391,96,125,1374,0,1,40,0.4105,0.2556,0.9,0.0066,0.8182,1.0,1.0,0.1,-0.1382,0.1954,Bumps
1515,1325,1340,9767941,9767962,229,25,23,25182,101,127,1362,0,1,40,0.0323,0.273,0.7143,0.011,0.6,0.913,1.0,0.2857,-0.1409,0.5212,Other_Faults
1191,581,594,55732,55743,108,14,11,11169,77,127,1322,0,1,40,0.879,0.2448,0.8461,0.0098,0.9286,1.0,0.0,-0.1539,-0.1921,0.257,Bumps
1326,317,335,732308,732327,146,36,29,18123,114,133,1372,0,1,40,0.4621,0.5731,0.9474,0.0131,0.5,0.6552,1.0,0.0526,-0.0302,0.5659,Other_Faults
1928,1303,1344,33298,33323,452,44,26,42686,65,117,1366,0,1,175,0.0322,0.559,0.6098,0.03,0.9318,0.9615,0.0,-0.3902,-0.2622,0.992,Other_Faults
1674,23,32,1748216,1748249,170,28,33,16182,84,109,1333,0,1,40,0.0345,0.4276,0.2727,0.0068,0.3214,1.0,1.0,0.7273,-0.2563,0.4913,Other_Faults
102,179,193,1280228,1280256,266,23,28,24547,49,126,1626,0,1,120,0.2202,0.3214,0.5,0.0086,0.6087,1.0,1.0,0.5,-0.279,0.6453,Pastry
1516,1271,1301,9831578,9831856,2962,231,284,342202,101,127,1362,0,1,40,0.0896,0.6448,0.1079,0.022,0.1299,0.9789,1.0,0.8921,-0.0974,1.0,Other_Faults
403,41,735,581949,582129,19629,788,534,2332320,22,143,1400,0,1,40,0.0586,0.8429,0.2594,0.4957,0.8807,0.3371,0.0,-0.7406,-0.0717,1.0,K_Scatch
512,43,193,2368032,2368203,9892,682,424,1130960,42,140,1402,0,1,40,0.0613,0.6144,0.8772,0.107,0.2199,0.4033,1.0,0.1228,-0.1068,1.0,K_Scatch
1937,144,175,340581,340598,287,44,24,34599,112,133,1360,0,1,40,0.2118,0.4554,0.5484,0.0228,0.7046,0.7083,0.0,-0.4516,-0.0582,0.8173,Other_Faults
473,39,191,1661425,1661593,12509,622,374,1456542,27,141,1400,0,1,40,0.0557,0.5101,0.9048,0.1086,0.2444,0.4492,1.0,0.0952,-0.0903,1.0,K_Scatch
1358,48,116,548048,548050,131,68,3,16504,54,190,1227,0,1,40,0.0782,0.0368,0.0294,0.0554,1.0,0.6667,0.0,-0.9706,-0.0157,0.2482,Other_Faults
786,583,589,983183,983189,17,9,7,2198,122,142,1354,0,1,50,0.8612,0.5278,1.0,0.0044,0.6667,0.8571,0.5,0.0,0.0101,0.1449,Stains
1010,657,678,2134924,2134950,425,28,26,37025,48,124,1356,1,0,100,0.969,0.2216,0.8077,0.0155,0.75,1.0,1.0,0.1923,-0.3194,0.8355,Bumps
493,41,193,1945494,1945637,10743,652,418,1239926,38,142,1402,0,1,40,0.0585,0.5058,0.9408,0.1084,0.2331,0.3421,0.0,-0.0592,-0.0983,1.0,K_Scatch
834,1417,1437,5948468,5948472,56,26,6,7143,116,140,1652,1,0,69,0.2603,0.3,0.2,0.0121,0.7692,0.6667,0.0,-0.8,-0.0035,0.1852,Dirtiness
1721,1370,1379,980597,980617,113,13,20,11635,94,116,1387,0,1,40,0.0115,0.3722,0.45,0.0065,0.6923,1.0,1.0,0.55,-0.1956,0.3068,Other_Faults
1133,860,883,61614,61648,563,36,34,58906,83,133,1306,0,1,40,0.6478,0.2801,0.6765,0.0176,0.6389,1.0,1.0,0.3235,-0.1826,0.9608,Bumps
1535,1381,1447,3515903,3516104,6965,271,317,650853,68,124,1686,1,0,70,0.2835,0.475,0.3284,0.0391,0.2435,0.6341,1.0,0.6716,-0.27,1.0,Other_Faults
129,9,18,1743219,1743250,227,22,31,21864,74,126,1698,0,1,90,0.0106,0.1864,0.2903,0.0053,0.4091,1.0,1.0,0.7097,-0.2475,0.4613,Pastry
1831,25,31,55671,55688,64,12,17,9996,147,166,1353,0,1,200,0.0369,0.3726,0.3529,0.0044,0.5,1.0,1.0,0.6471,0.2202,0.2083,Other_Faults
665,43,211,2300789,2300856,6279,306,149,648910,36,126,1358,0,1,40,0.0633,0.4422,0.3988,0.1237,0.549,0.4497,0.0,-0.6012,-0.1926,1.0,K_Scatch
729,238,354,87744,87794,3288,191,114,260660,36,103,1664,0,1,40,0.2861,0.4331,0.431,0.0697,0.6073,0.4386,0.0,-0.569,-0.3807,1.0,K_Scatch
1706,441,462,214705,214812,1275,96,112,125462,84,117,1394,0,1,220,0.6327,0.4326,0.1963,0.0151,0.2188,0.9554,1.0,0.8037,-0.2312,1.0,Other_Faults
911,1126,1135,2829623,2829653,166,23,31,18674,91,132,1692,1,0,60,0.6584,0.3852,0.3,0.0053,0.3913,0.9677,1.0,0.7,-0.1211,0.4465,Bumps
888,83,99,690095,690120,279,21,25,30271,61,135,1366,1,0,80,0.1215,0.3025,0.64,0.0117,0.7619,1.0,1.0,0.36,-0.1524,0.6574,Bumps
655,41,218,2187237,2187305,6010,257,123,626586,39,126,1358,0,1,40,0.0604,0.5007,0.3842,0.1303,0.6887,0.5529,0.0,-0.6158,-0.1855,1.0,K_Scatch
1555,1329,1332,1508691,1508724,74,12,33,8995,112,132,1352,0,1,40,0.0296,0.2525,0.0909,0.0022,0.25,1.0,1.0,0.9091,-0.0504,0.2051,Other_Faults
1619,877,888,1252347,1252357,72,13,10,8537,97,133,1650,1,0,70,0.9236,0.3455,0.9091,0.0067,0.8461,1.0,0.0,-0.0909,-0.0737,0.2173,Other_Faults
508,39,186,2311225,2311296,5617,268,152,598575,42,135,1404,0,1,40,0.0556,0.4618,0.483,0.1047,0.5485,0.4671,0.0,-0.517,-0.1675,1.0,K_Scatch
497,41,187,2112377,2112542,9349,659,387,1068391,38,140,1402,0,1,40,0.0585,0.6119,0.8849,0.1041,0.2216,0.4264,1.0,0.1151,-0.1072,1.0,K_Scatch
65,1533,1542,1031539,1031599,382,43,60,38206,77,118,1632,1,0,100,0.1103,0.2926,0.15,0.0055,0.2093,1.0,1.0,0.85,-0.2186,0.8299,Pastry
290,20,37,1978821,1978842,185,29,24,18517,88,119,1354,1,0,70,0.0295,0.4818,0.8095,0.0126,0.5862,0.875,1.0,0.1905,-0.218,0.5903,Z_Scratch
1818,613,620,9228,9246,85,12,18,8495,88,124,1366,0,1,175,0.8975,0.3254,0.3889,0.0051,0.5833,1.0,1.0,0.6111,-0.2192,0.2359,Other_Faults
1482,259,270,88576,88613,204,28,37,16370,71,93,1692,0,1,300,0.3061,0.4988,0.2973,0.0065,0.3929,1.0,1.0,0.7027,-0.3731,0.6678,Other_Faults
790,731,736,1069368,1069372,16,5,4,2025,109,141,1356,0,1,50,0.9144,0.2,0.8,0.0037,1.0,1.0,0.0,-0.2,-0.0112,0.1322,Stains
58,1088,1096,1094617,1094629,67,10,12,7416,94,132,1710,1,0,100,0.7181,0.3021,0.6667,0.0047,0.8,1.0,1.0,0.3333,-0.1353,0.2018,Pastry
74,623,631,309514,309526,60,9,12,4585,62,92,1694,1,0,211,0.7355,0.375,0.6667,0.0047,0.8889,1.0,1.0,0.3333,-0.403,0.2018,Pastry
549,52,174,281656,281703,3703,187,94,384266,37,126,1362,0,1,40,0.0764,0.3542,0.3853,0.0896,0.6524,0.5,0.0,-0.6148,-0.1893,1.0,K_Scatch
